Transaction ID,Nuts,Shellfish,Canned Fruit,Spices,Pasta,Yogurt,Coffee,Deli Meats,Ice Cream,TV Dinner,Cheese,Chips,Sour Cream,Cottage Cheese,Deli Salads,Dried Meat,Paper Wipes,Soda,Deodorizers,Cleaners,Shower Soap,Fresh Fish,Bagels,Muffins,Sliced Bread,Pancake Mix,Pancakes,Juice,Jelly,Jam,Preserves,Waffles,Cereal,Chocolate Candy,Gum,Hard Candy,Personal Hygiene,Pots and Pans,Tools,Sponges,Beer,Wine,Cookies,Pretzels,Candles,Sauces,Cooking Oil,Sugar,Chocolate,Flavored Drinks,Peanut Butter,Popcorn,Paper Dishes,Plastic Utensils,Rice,Soup,Dehydrated Soup,Frozen Vegetables,Fresh Vegetables,Canned Vegetables,French Fries,Pizza,Hamburger,Eggs,Tofu,Dish Soap,Dishwasher Soap,Aspirin,Ibuprofen,Acetominifen,Nasal Sprays,Mouthwash,Cold Remedies,Milk,Fresh Chicken,Conditioner,Shampoo,Lightbulbs,Hot Dogs,Crackers,Dips,Donuts,Toilet Brushes,Pot Scrubbers,Pot Cleaners,Toothbrushes,Sunglasses,Bologna,Non-Alcoholic Wine,Tuna,Shrimp,Anchovies,Clams,Oysters,Sardines,Fresh Fruit,Frozen Chicken,Batteries,Maps,Screwdrivers,Sports Magazines,Home Magazines,Fashion Magazines,Computer Magazines,Auto Magazines,Dried Fruit,Popsicles
59,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,2,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0
60,0,1,1,0,0,3,0,2,0,1,3,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,1,1,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2,3,0,0,2,0,3,0,0,1,0,1,0,1,3,2,0,0,1,0,0,1,0,0,0,0,1,0,2
61,0,1,1,0,2,1,0,3,0,0,2,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,2,0,0,3,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,2,1,0,0,0,1,2,1,1,1,1,0,1,2,1,2,2,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
62,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,2,2,0,1,0,0,1,0,3,1,0,0,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,2,1,1,0,1,0,0,1,1,1,1,0,2,0,0,1,1,0,1,1,0,0,2,0,1,0,1,0,3,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
63,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,2,0,1,0,1,0,2,0,0,0,0,0,2,2,0,0,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,0,1,0
64,0,0,1,1,1,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,1,3,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,1,2,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,0,1,0
65,1,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,2,2,0,1,0,3,1,0,0,0,0,2,1,1,2,0,0,0,0,2,2,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,2,1,1,1,1,0,2,2,0,0,0,0,0,1,0,0,0,1,2,2
66,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2,2,2,1,0,0,1,0,0,0
67,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
68,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,1,0,0,1,0,1,2,0,1,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,1,2
69,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,3,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,2,1,0,0,0,1,1
70,2,0,0,1,1,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
71,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,1,0,0,0,2,1,0,1,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,2,3,1,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
72,1,0,0,2,0,1,0,0,0,1,1,0,1,0,2,2,2,0,0,1,2,0,0,0,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,2,1,2,1,0,0,1,1,0,1,1,2,0,1,1,1,1,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,3,2,0,0
73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1
74,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1
75,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,1,0,0,3,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
76,0,1,0,1,0,0,2,1,2,2,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,2,0,1,2,0,0
77,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,3,2,0
78,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,2,1,1,3,0,1,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,2,1,0,2,1,1,1,0,0,0,0,2,1,2,0,0,1,2,1,0,2,0,2,0,1,0,2,1,1,1,1,1,0,0,1,0,2,0,0,0,1,0,1,0,0
79,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
80,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,0,2,0,0,1,0,1,0,0,1,0,0,1,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,3,0,2
81,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,2,0,0,1,0,1,2,0,0,1,0,2,2,1,0,1,0,0,0,0,0,1
82,2,0,0,1,1,1,0,1,0,0,2,2,0,0,3,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,0
83,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,1,0,2,1,3,1,0,0,1,0,1,0,0,1,1,1,1,0,3,2,0,2,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,0,0,1,1,0
84,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,3,0,1,2,0,0,0,0,0,0
85,0,2,0,0,0,2,0,2,2,2,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1,2,0,1,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,1,3,1,0,1,0,1,0,0,1,2,3,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,0,0,0
86,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,2,0,0,0,0,1,1,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,1,0,1,1,0,0
87,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,2,1,2,0,1,2,0,0,3,2,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,2,1,3,0,0,0,0,0,1,2,0,0,1,2,0,0,1,1,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
88,1,1,1,1,1,2,0,3,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
89,0,1,1,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,1,3,2,1,0,0,1,0,0,1,1,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
90,0,1,3,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,1,1,0,0,2,0,1,0,0,2,1,0,0,2,2,1,2,3,1,0,1,1,0,0,0,0,0,1,2,0,0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2
91,0,3,0,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,2,0,1,2,2,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,1,0,0,3,0,0,0,0,1
92,0,0,0,2,2,0,0,2,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,2,0,2,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1
93,0,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,1,0
94,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,1,3,1,0,1,0,0,0,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,2,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
95,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,1
96,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,2,2,2,1,2,0,1,1,1,0,1,0,3,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0
97,2,0,0,2,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,1,0,1,1,0
98,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,2,2,0,0,2,2,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2
99,1,0,0,1,1,0,0,0,1,0,3,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0
100,2,0,0,1,0,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,1,2,1,0,1,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,3,0,1,0,0,0,0,2,0,1,0,0,2,2,1,1,1,1,1,0,1,2,1,1,0,0,0,0
101,0,1,1,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0,2,0,0,2,0,1,0,2,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,3,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,1,1,2
102,0,0,1,2,1,0,3,0,1,2,1,0,2,1,3,1,1,0,0,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,2,0,0,0,0,1,0,0,1,3,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,3,0,1,0,0,1,0,0,0,2
103,0,1,0,0,0,0,0,2,2,1,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,2,1,2,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,1,2,0,1,1,2,1,0,0,0,2,0,0,0,0,0
104,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,2,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,0,2,1,0,0
105,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,1,2,3,0,1,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
106,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,1,0,0,1,1,0,1,1,0,2,0,2,0,1,0,1,0,0,3,1,0,1,0,3,0,1,2,1,1,0,0
107,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,1,1,3,1,1,1,1,1,0,0,0,0,1,0,1,1,2,2,1,1,0,0,2,0,0,1,1,1,0,0,0,3,0,1,1,1,0,1,0,0,1,0,1,0,0,2,0,1,1,1,0,2,0,1,0,2,0
108,0,1,0,1,1,2,0,0,0,0,1,0,0,2,1,0,1,2,2,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1
109,0,1,1,0,2,0,0,0,1,0,0,2,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,1,2,0,0,2,0,1,0,1,2,0,0,0,1,1
110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,2,2,0,0,1,0,1,1,0,0,1,0,2,0,0,1,2,1,0,0,1,1,0,1,1,1,2,3,2,2,0,0,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0
111,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
113,0,2,0,0,0,1,1,0,3,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,2,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,1,1,0,1,2,3,1,1,0,1,0,1,2,3,1,0,0,0,1,0,1,0,2,1,2,0,1,0,1,1,2,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,1,1
114,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,2,2,0,2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,3,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,1,0,0,2,0
115,1,1,2,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,3,0,0,1,0,0,1,0,2,0,2,2,0,2,0,1,0,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
116,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,1,2,0,2,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
117,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,3,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,3,1,1,1,1,0,0,2,3,1,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
118,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,2,0,2,1,2,0,2,2,0,1,0,0,0,1,1,0,0,1,2,0,1,1,1,1,1,3,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
119,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,1,1,0,2,1,1,0,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,1,0,0
